x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y
0.7211631703052184,0.47428850576835124,1.8598528598615192,3.531461398999647,0.5445109286880074,-1.251296488608896,1.525007617884535,0.880630853518173,1.3276827583114055,1.8002101278614255,2.3639279478505695,3.2931985878918457,1.1525719842556306,2.478748032237093,0.41815310741984535,2.5506728153573697,1.5279684475691842,-0.10036833826363756,2.267614278973313,0.43701281089438093,0.0
1.6519554784266415,-0.1725569713529418,1.4725532763735707,2.5028227735234134,1.4620302694180274,0.5512479989999209,0.7360533199374348,0.4173099903958801,0.46160771461878247,0.3518312065285093,1.2445806806346913,0.4564751514019897,1.770741381119147,2.1500019312863508,1.445315504820365,0.13539076661713678,1.4761295079269905,-0.18126563317080846,2.9592240436853414,1.8491607899703113,0.0
-0.6971628649917652,0.07633885731278545,-2.222659904814237,-0.5190404376698641,-1.0433881229086786,-1.8756981566128745,-0.09265713736539893,1.2794790628691706,-1.447767839226303,0.3690779977409697,0.1774929418080775,-1.6909951395992366,-1.9072355218816335,-1.8741673242060672,-0.29648312607859295,-2.184847715990836,-1.654575016918483,-0.13518183788942206,-3.038874763081916,-1.3525050166808015,1.0
-0.24707440538408254,1.9850022034377974,0.2755897435361643,0.6019487365914921,-0.7381281144487384,2.2500944035231374,0.7395767634485618,-0.05385493185073753,1.3273390862144825,1.3737357376332306,-0.9486690549702574,1.1214613820677684,0.30946617693776024,1.6936244029723535,1.4816896655120575,1.5813361944040187,0.9130274331521432,2.855297324483275,0.3442158225607208,1.308170776963262,0.0
-0.43362851625420906,-0.5624406715783998,1.5251682389286412,2.115007210406011,1.98664677011603,-0.4775251450790401,0.9173243129887132,2.0065267914372185,0.9826161911000623,1.295097622958371,0.2733365228520369,1.8431123708181831,1.5460258613466626,1.1315801806393546,0.32794287638597786,0.7307169630092443,2.2577907191126307,1.1434133388842207,-0.18016393808937115,3.3469402286033487,0.0
-1.0853385781036966,-0.5186311432810765,-0.9939439804996822,-2.2567017543973487,0.04730496964243147,-1.2278315756390867,-1.609328628119607,-0.7385233407437968,-0.6337447200602998,-2.1973687464631366,-2.1651649002557614,0.5925468160231138,-2.375547254341859,-1.9037275595948677,0.23717857218697724,-3.1959465020240474,0.6115928927717411,-2.0767896427467596,-1.2507261950560127,-0.11692436329118738,1.0
0.5893076921659377,0.5165272504164723,0.5313847774332064,0.17231697355086095,0.7871978759085463,1.8559150035054728,-0.3200545441677136,0.5810653581743662,2.19820635788508,1.2547975412012509,1.984964859493402,1.213029062298624,1.9944042187555442,1.0316322122712518,0.9383956164586387,0.5152665908498114,1.5358813123251338,4.085059901971855,2.1470786242862676,1.5188562272193402,0.0
-1.0590087415028069,-2.15654495204967,-1.9711754919088829,-2.507731132291256,-0.3757118965361418,-0.35405104292743184,0.13095812585461997,-2.937680428099317,-0.5095208950829787,-2.3480139578239654,-0.7273911067123742,-0.0855156919660941,-0.5222816838210678,-0.9954051471844514,-0.4399997413738963,-0.07293976042105665,-2.282545860836711,-1.49023261259096,-1.3742082431167812,-1.213248616299121,1.0
0.8020257442257163,0.8533369285998089,2.4501052393665437,2.40848646936559,1.1519165788244319,2.354670224409263,2.443671626949436,1.4618675536424286,1.007872492706607,0.9561588210142268,1.6728937064459948,0.6903843201399901,2.0157294706383455,0.5232700730961359,2.021941744368246,0.9506091990932692,1.3087912733948048,0.6125329567054488,1.7299677452216828,0.666476727176512,0.0
-0.07491826493650633,-0.35355038556491447,1.1580511396286621,-0.4614479725099607,0.9131407944145402,-0.3981707720435712,2.6428351475734946,1.0667306638380607,0.697945054790667,1.2592265544703567,1.6006190456265106,1.2267860208205519,1.366833308760375,0.7267338898454323,1.3542833841834363,2.5743457515135164,1.5684578093198662,0.7133346609391871,2.6533600962325763,0.17979488628526308,0.0
