x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y
2.342117821261898,2.0129905857858543,2.2067810836815016,2.3094020574195477,1.4054515391734663,2.142681123683348,1.92280569051264,2.76472829988661,1.9390423899545421,1.98502263753475,2.0598709953336343,2.362029337941271,3.36786741857729,2.158353400623243,1.8833790319814383,1.4052018689692947,2.778917001319497,1.6788956852024894,2.9973036251656002,1.5957608897712812,0.0
-2.106950047354805,-2.5261950048729376,-1.112066487018627,-2.009861453076516,-1.8990890124715738,-0.6726091676990014,-1.5938785240274191,-2.4713313104496466,-2.0440533813686383,-2.1930326910064055,-1.9396246173125362,-2.1044488817929583,-2.289888661095586,-2.0739993905230656,-1.332298069279752,-1.963564158956147,-2.499007185222039,-1.6363586052158865,-2.991542111833043,-2.3853784393556086,1.0
-0.7711735823435519,-3.0025314906982263,-1.5353397878497037,-1.827086718966285,-2.5712283632010666,-1.828649496233372,-2.122704521513375,-2.7382042789242638,-1.974351557319305,-2.174274356793797,-2.393072250953515,-1.9868844818216886,-2.503129907470507,-1.7781287779222068,-1.2541241087707107,-2.4973128428396754,-1.8507555690034916,-2.104922012381813,-2.378702252872448,-2.6225541449032597,1.0
1.8592175385198264,2.1578815551316275,2.2747491680467613,2.5725857702414694,1.9523116569556516,2.1818948627872112,2.3565851420742803,2.0928561910563985,1.1570020103135024,1.6103214368792402,2.3642177763920804,1.3491424581142208,2.267373845547517,2.2513696647835775,2.758622002128254,0.992728719250817,2.0746787861539464,2.5710554181845993,2.2555257974209315,1.5301342729366738,0.0
-2.267820270423171,-1.843471050552403,-1.6761956935060345,-2.822511580876895,-2.401188547677595,-2.5467900216103754,-1.5251815219953795,-2.2354163768532476,-1.4198138718324205,-2.0807123674980317,-2.0239565690730217,-2.697130587354651,-2.2397201520103085,-1.8811547787529814,-1.8691540744899504,-2.1001278626932947,-2.843044160999806,-1.4390792895446356,-1.9809639286408947,-1.6137872190525757,1.0
-1.687188308965935,-1.5968333196338234,-2.622972701800927,-2.311418902842163,-1.1299292043872997,-1.8653090941727097,-2.638307892027972,-2.618346985851244,-1.9788458124454196,-2.8100193642072475,-2.010461794918852,-2.689808191233816,-1.9641403016073324,-1.490051139233521,-1.5249983594942638,-2.5455026162779477,-2.3061294214817947,-2.297777961154563,-1.8947963557806347,-2.726426988803105,1.0
2.2904110005734846,1.5269421010134796,1.8963447620434444,2.3627912986067927,1.4799931717577772,1.7899274855211984,1.7247228512457768,1.256321498526006,1.700095872169651,2.22883774417444,2.216235453993429,1.3669817171016674,1.892723702005616,2.357280439524841,1.1087973384241403,2.7113941849972427,1.795361288983494,2.5004509168562343,2.8200902068879565,1.9123159163106087,0.0
-1.8576442709337864,-1.6373913036304946,-1.5950903321131853,-1.8130676357919058,-2.8227757292645155,-1.8574605780421036,-1.5600703046305506,-2.8094456702063346,-2.19056600606131,-2.4213489184592993,-1.7721503562690806,-1.8884106875987574,-2.450334649593035,-2.591008083080828,-2.5204394609322343,-2.6213289663767254,-1.6403175208183716,-2.879002300563573,-1.9989493774779814,-1.4494553122245064,1.0
1.9377649286856589,1.704630243491145,1.5269943624465565,1.8215740257879114,2.2952699543617596,1.1739225052795033,1.761876991038823,1.9662844020810346,2.0682374912493557,1.7803305221178864,1.4170868964002281,2.634743961085002,1.8342313665227543,1.7638368200813508,1.7331029882474493,2.389031545008865,2.2106886513562416,2.0307040339835374,1.7996411501499923,1.6852610187153931,0.0
-2.101169495091162,-2.6729002850456185,-2.145532600797378,-2.0317352726461713,-2.593315508305077,-2.2466427411127903,-2.256767704851407,-1.2482347327751058,-2.1100711151728224,-2.0379691319041897,-1.92187648438302,-1.763059710287729,-1.2948828402909567,-2.3260820490769505,-1.449132652776382,-2.5249836678223505,-1.5490731065981498,-2.6971390594559734,-2.0607870015477263,-2.4087985741496487,1.0
2.5874966917193527,1.8745078247067815,2.288965420247697,2.059469668422108,1.4747688117708702,1.7538348865873907,1.3846675374530233,1.3978437702218356,2.6850081267094406,3.1467532499124706,1.7836896864672562,1.41230552574886,2.174456300120908,2.02874094352696,2.3008425001369464,1.4828729973611074,1.9292706136252795,1.0910721672595405,2.5236582431671826,2.490895822176378,0.0
-1.7426328322477427,-1.9411372965789635,-2.09727516895615,-2.525310121856812,-2.1710959825722047,-0.6294270639571462,-1.7500539551681507,-1.5984173041460106,-2.0699348269839857,-2.9747044655503867,-2.7562932741599298,-1.5346820315742526,-2.3238207863908253,-2.1635940079598415,-2.3243179132120684,-1.7073058080197954,-1.2790788427244606,-2.3312752659556284,-2.3877703901927574,-1.5546691002397837,1.0
-1.5108814154823689,-2.021837917289333,-1.654553285231036,-2.0556274413855453,-2.217253070122476,-2.0306384881368778,-1.1441953569938055,-2.255631992730052,-2.0897215657852994,-1.6441408647714235,-2.2678244078914696,-2.5236232569163484,-1.984118602514086,-0.8294390933884777,-1.5530853129941775,-2.438194455741818,-1.4820112605292262,-1.4515676369541886,-2.3499176645752473,-2.0426559907540605,1.0
2.5032320307777263,2.072367864603541,2.0292957646696617,2.571759831991114,0.832108378918637,1.4302063111645045,2.044295887689625,2.284662579091943,2.4488955904519782,1.4517171905034738,1.7772877744277071,2.5639838567096334,1.3287149290718387,1.9017440958506375,2.7029592686715906,3.0485285861574303,1.795654783523666,2.1105364530610022,1.6979469438205481,1.998667608296107,0.0
1.388509621415451,3.1850081013759883,3.0786531642119868,1.6459070095353607,2.5698528307588706,2.0911963004880745,1.3332166398768994,2.0382469018352345,2.3778434311696897,2.3093830647281655,1.3128328111775263,2.2018863524537498,2.1032008614647415,1.5024127301388526,1.1489944073685447,2.499938326156677,1.170266236806635,1.325069524236715,2.297207688156859,1.040077053887054,0.0
-2.235069786119157,-1.7023145798855226,-2.1546883315839374,-2.770375507747975,-1.8301345839091128,-2.6697808548855,-2.532977250384132,-1.2503120630220703,-1.8280512548090848,-2.7434818608245424,-1.550692983978951,-2.1545768763927464,-2.186290460890358,-1.8841121073277682,-2.186907333454562,-1.7044645485238537,-2.4948652719932394,-2.776973223764431,-2.5211716029294413,-2.007549783751818,1.0
-1.3641895057377473,-2.1677021478920464,-1.5610908233332854,-1.4180090880721177,-2.5756764656546736,-2.3321869683692342,-1.2278226185280334,-1.3119491775334247,-1.8960306243709024,-2.8853012800475932,-2.0118907543047717,-2.867992039665756,-2.1668738745366034,-1.6134125994483726,-1.62707998235989,-2.697141610823664,-2.990033159016703,-2.478871122793033,-1.5972361986862362,-1.0340812334548435,1.0
1.698223745997956,2.822967649127338,1.8715723818098198,1.9245647746813217,2.3402066845554867,2.1156595982297026,2.050949966172741,1.845716110782357,1.07786927201508,1.7501138314720581,1.6810580406110598,2.31534383805392,2.0393945198579204,2.217300241294978,2.0894349049999423,2.644986138668812,2.1082610043834085,2.02809279967143,1.9677217734755552,1.6251220018530947,0.0
-2.1810920942033025,-0.6873627823203903,-1.3316884296326417,-1.3486710847552739,-1.7877157918702484,-2.389270427641494,-1.3440198663975251,-1.6987086155730324,-2.4901834332482253,-2.0144155126320133,-1.9232343856058944,-1.2001998308388062,-1.6639053334172555,-2.168444834255835,-3.0288136854814103,-1.6224359018937893,-2.2753430194987074,-2.265895375512855,-1.5647020244111056,-1.4391174245658405,1.0
1.921478335144799,1.722708441690248,2.0885465646865535,1.0469877429713632,2.0673071667153105,2.84983365138507,1.9831024243206559,1.5242541817910829,1.5593231358168271,2.0931401502464526,1.0293068142253188,2.373538551282303,2.0819608823208804,2.386571493762801,1.6965388929002414,1.611304209916696,2.2389690514069716,2.6080231836959484,2.299449299301051,1.0293157825961097,0.0
1.9807228455924326,2.3359476196173916,2.406350382248321,2.439395723940812,1.9065620032633426,2.19092087507979,2.0242200200791634,1.5969519582146066,2.016802346654506,1.186667055017626,2.3269364376112045,1.7488747453850448,2.816735581586534,2.3502966864921038,1.4979414539992777,2.966638032060982,1.8041478846322565,1.9480084446876575,2.2308828487971564,1.918327960948163,0.0
0.48456232526761056,1.1731175310988853,2.316129900653278,1.58876051216424,2.544715214296589,1.5704833291341722,2.30303979306717,1.5278370472234977,1.515615674891879,1.2284767880297696,2.7205818087528484,1.7538077672001156,1.6019667954049606,2.4265918721163473,2.0270732296623715,2.231356388652064,1.215248839427299,1.6504990181412302,2.8295430983401255,2.0280460470173702,0.0
-2.277652650731606,-2.5670843197590254,-1.3966880273068203,-1.7604955044238955,-2.2828372603806732,-1.4621799026000606,-2.909171378717621,-2.015745646574583,-2.465887644582986,-1.964548555596339,-2.085322782331974,-2.0283929987167557,-2.3639697500287604,-1.7027862238504263,-1.7630383712346966,-0.6872761324534788,-1.727999241202406,-2.143687968878554,-1.7258983831410386,-0.7903596231146939,1.0
-2.039992371243283,-2.02860089470247,-1.54642470310031,-2.515950989232532,-1.1146703689543278,-1.7077886722331126,-2.066527702330222,-1.9440285344747024,-2.248792493035783,-2.4695900897705667,-2.82260895900506,-2.2953372035684914,-1.843580254906652,-2.4106725242196814,-1.4534173877894,-1.851419709254718,-1.4810714603270818,-2.28755715714264,-1.3607553960384093,-2.4473674210247203,1.0
1.9745277540073165,1.3201336401856558,2.234787315091304,2.736739230950417,2.9496540213347564,2.206424866146839,2.2494626992641846,1.79411532872522,2.2829735362284573,2.710045128022657,1.3300649446363815,1.5641457496585867,1.9716967050972496,2.084445652687612,2.2570690556167827,2.287015767297913,2.2878103287270446,1.437769876909662,2.1722897172136064,1.8986190639155802,0.0
1.1961856119739505,2.3442035702285593,2.3990443179189924,2.701522935566649,1.7828702268876355,1.8371297778361855,1.2786183304382543,2.5953713723516314,2.1535536461779627,2.3332243557635195,1.2486588365143279,2.2767698085102275,1.8671770862682753,2.100677478297556,1.9854038421204578,1.0158025414400647,1.4587411801851338,2.2816546874272823,2.27399713878656,2.0211075844428295,0.0
2.158756829841044,2.1395045148354255,2.2276270450198306,2.039665666097776,2.6694038903438235,2.164512855348321,2.8144612552091,2.653198880154154,2.1921158280354964,1.2889662726976499,2.1795225978063075,2.206565035552227,1.0470267060764145,2.548776676278573,2.6797482117260802,2.2022913125304333,2.2201986404498784,1.3432670697602622,2.100457358176766,2.6057517069955103,0.0
-1.521803834444892,-2.344258351307121,-1.2039467015430376,-2.1588258981054516,-2.0971009278258728,-2.7293419932435516,-2.371895956290474,-2.107847297274578,-1.8591009424570297,-2.9548454177073973,-2.121526851144539,-1.7892921911653117,-1.0836884159535152,-1.6962056390669153,-1.573411657209186,-2.5160326413972878,-3.28679686187078,-3.0471131563745564,-2.0942749062537795,-1.6098920238129388,1.0
