State,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,LowDoc,DisbursementGross,GrAppv,SBA_Appv,Sector_Points,Approve
KS,15,31,1.0,0,0,0,N,12.554261685818608,12.554261685818608,12.391742756320832,0,1
NJ,20,5,1.0,0,0,0,N,12.611537753638338,12.611537753638338,12.425208175446844,0,1
GA,25,2,1.0,0,0,0,N,12.524526376648708,12.524526376648708,12.362007447150932,3,1
WI,15,2,1.0,0,0,0,N,12.469436410330747,12.47227568630483,12.285946108113338,0,1
IL,10,125,1.0,0,0,0,N,13.815510557964274,13.815510557964274,13.527828485512494,0,1
MA,5,8,1.0,0,0,0,N,11.884489021402713,11.884489021402713,11.779128505744886,0,1
VT,0,23,2.0,0,0,0,N,12.429216196844385,12.429216196844385,12.266697267346608,0,1
VT,14,1,1.0,0,0,0,N,12.506177237980513,12.506177237980513,12.218495165528733,0,0
CA,10,2,2.0,0,0,0,N,11.010398644018933,11.010398644018933,10.905038128361106,0,1
OK,7,10,1.0,0,0,0,N,13.527828485512494,13.527828485512494,13.31710745419684,0,1
NY,5,1,1.0,0,0,0,N,13.122363377404328,13.122363377404328,12.959844447906551,0,1
NY,1,6,1.0,0,0,0,N,10.085809109330082,10.085809109330082,9.980448593672255,0,1
FL,1,4,1.0,0,0,0,N,11.918390573078392,11.918390573078392,11.813030057420567,3,1
IA,15,1,1.0,0,0,0,N,10.795485591841238,10.795485591841238,10.690125076183412,0,1
LA,22,35,2.0,0,0,0,N,12.765688433465597,12.765688433465597,12.603169503967822,0,1
CO,4,5,1.0,0,0,0,N,11.350406535472452,11.350406535472452,11.16407695728096,3,1
WA,20,4,2.0,0,0,0,N,12.092343880201833,12.092343880201833,11.929824950704056,0,1
NV,25,3,1.0,0,0,0,N,11.440354772135391,11.440354772135391,11.334994256477566,3,1
CA,10,5,1.0,0,0,0,N,11.695247021764184,11.695247021764184,11.589886506106357,5,1
WA,3,12,1.0,6,6,0,N,12.122691036591124,12.122691036591124,12.122691036591124,2,1
OH,20,75,1.0,35,40,0,N,13.112313041550829,13.112313041550829,13.112313041550829,4,1
IA,7,1,2.0,0,0,0,N,8.85366542803745,8.85366542803745,8.748304912379623,2,1
ID,0,8,1.0,0,0,0,N,11.736069016284436,11.736069016284436,11.630708500626612,0,1
MO,0,18,1.0,0,0,0,N,13.287877815881902,13.287877815881902,13.11945916425694,4,1
IA,10,7,1.0,0,0,0,N,11.350406535472452,11.350406535472452,11.062724463020672,4,1
IA,9,10,1.0,0,0,0,N,11.54151292182214,11.54151292182214,10.868168368558376,0,1
NV,20,9,0.0,9,0,0,N,11.982929094215963,11.982929094215963,11.982929094215963,0,1
IL,10,135,1.0,0,0,0,N,13.527828485512494,13.527828485512494,13.048178479214952,3,1
MA,3,20,1.0,0,0,0,N,9.615805480084347,9.615805480084347,9.328123407632566,0,1
WI,10,12,1.0,0,0,0,N,11.918390573078392,11.918390573078392,11.630708500626612,0,1
NH,20,34,1.0,19,15,0,N,12.567237494741756,12.567237494741756,12.567237494741756,0,1
CA,10,16,1.0,0,0,0,N,10.819778284410283,10.819778284410283,10.714417768752456,0,1
IA,10,6,2.0,0,0,0,N,11.918390573078392,11.918390573078392,11.813030057420567,2,1
