State,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,LowDoc,DisbursementGross,GrAppv,SBA_Appv,Sector_Points,Approve
MO,5,1,2.0,0,0,0,N,11.002099841204238,11.002099841204238,10.896739325546411,0,1
NH,7,5,1.0,0,0,0,N,10.915088464214609,10.915088464214609,10.809727948556782,0,1
TX,12,17,1.0,0,0,0,N,11.245046019814628,11.245046019814628,11.139685504156802,2,1
PA,10,2,2.0,0,0,0,N,11.918390573078392,11.918390573078392,11.813030057420567,0,1
MN,6,1,2.0,0,0,0,N,10.941995917134532,10.941995917134532,10.836635401476704,5,1
OR,8,27,1.0,0,0,0,N,11.982929094215963,11.982929094215963,11.877568578558138,0,1
VT,8,12,1.0,0,0,0,N,11.77528972943772,11.77528972943772,11.669929213779891,2,0
NH,20,2,2.0,0,0,0,N,12.185869938212656,12.185869938212656,12.02335100871488,3,1
WI,10,80,1.0,0,0,0,N,13.244581010128575,13.244581010128575,13.058251431937084,4,1
NJ,7,4,2.0,0,0,0,N,11.84939770159144,11.84939770159144,11.626254150277232,0,1
CA,25,7,1.0,0,0,0,N,13.68426227135432,13.68426227135432,13.46111872004011,0,1
CA,25,18,2.0,0,0,0,N,10.404262840448617,10.404262840448617,10.181119289134408,2,1
TX,7,19,1.0,0,0,0,N,12.611537753638338,12.611537753638338,12.400816722322686,0,1
AL,3,12,1.0,0,0,0,N,10.819778284410283,10.819778284410283,10.714417768752456,5,1
IA,5,7,1.0,0,0,0,N,11.002099841204238,11.002099841204238,10.896739325546411,0,1
CA,7,7,1.0,0,0,0,N,12.611537753638338,12.611537753638338,12.449018824140564,0,1
MO,20,5,1.0,3,2,0,N,11.904967552746252,11.904967552746252,11.904967552746252,0,1
NH,5,21,1.0,0,0,0,N,10.819778284410283,10.819778284410283,10.657259354912508,0,1
GA,7,23,1.0,0,0,0,N,12.611537753638338,13.122363377404328,12.92391243868049,0,1
OH,20,13,2.0,13,0,0,N,12.240474072247506,12.240474072247506,12.240474072247506,0,1
NY,6,9,2.0,0,0,0,N,12.036469861143994,12.036469861143994,11.87395093164622,0,0
