State,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,LowDoc,DisbursementGross,GrAppv,SBA_Appv,Sector_Points,Approve
MO,8,1,2.0,0,1,1,N,10.345798761764955,9.210340371976184,8.517193191416238,1,1
ID,7,10,1.0,0,10,1,N,11.679634105359009,10.126631103850338,9.433483923290392,3,1
OH,3,1,1.0,0,1,1,N,11.76563558548611,10.126631103850338,9.433483923290392,2,0
VA,2,1,2.0,4,0,2,N,11.512925464970229,10.819778284410283,10.126631103850338,5,1
NY,3,4,1.0,0,4,1,N,11.461632170582678,10.819778284410283,10.126631103850338,2,0
NE,3,30,1.0,5,30,1,N,12.614865543731012,12.206072645530174,11.512925464970229,2,1
AL,4,1,2.0,1,1,1,N,9.615805480084347,9.615805480084347,9.453286550586572,2,0
GA,7,7,1.0,0,7,1,N,12.383988678907691,11.512925464970229,10.819778284410283,3,1
PA,0,2,2.0,1,3,2,N,12.62574304569393,11.225243392518449,10.532096211958502,3,0
NY,3,2,1.0,0,2,2,N,11.321752852898255,10.308952660644293,9.615805480084347,2,0
FL,5,4,1.0,1,4,1,N,10.799167330506158,10.126631103850338,9.433483923290392,4,0
FL,5,3,1.0,3,3,1,N,11.350406535472452,10.819778284410283,10.126631103850338,2,0
PA,0,3,1.0,1,4,1,N,10.132613175527885,9.903487552536127,9.210340371976184,2,0
MO,4,1,2.0,2,3,1,N,9.916354418242951,9.210340371976184,8.517193191416238,2,0
CA,5,5,1.0,5,10,2,N,9.911802884139842,9.615805480084347,8.922658299524402,2,0
TX,7,30,2.0,0,0,1,N,12.89921982609012,12.89921982609012,12.611537753638338,2,1
GA,20,7,1.0,4,0,1,N,13.658856747918897,13.658856747918897,13.658856747918897,2,1
CA,3,4,1.0,0,4,1,N,9.961567763612653,9.615805480084347,8.922658299524402,3,0
GA,18,1,2.0,24,1,1,N,14.250210791340772,14.250210791340772,13.962528718888992,2,0
MT,0,1,1.0,1,1,2,N,10.819778284410283,10.819778284410283,10.657259354912508,3,0
AZ,20,21,1.0,23,0,1,N,13.93151423372058,13.93151423372058,13.93151423372058,1,1
MN,2,2,1.0,2,4,1,N,9.944053514282787,9.903487552536127,9.210340371976184,5,0
RI,7,2,2.0,0,2,1,N,11.512925464970229,11.512925464970229,10.819778284410283,2,1
NY,7,5,1.0,0,5,1,N,11.851360060619172,9.903487552536127,9.210340371976184,2,1
VA,0,4,1.0,1,4,1,N,12.39173860357452,12.206072645530174,11.512925464970229,2,0
CA,20,9,1.0,2,0,1,N,13.916260461064416,13.916260461064416,13.916260461064416,3,1
AZ,3,15,1.0,2,15,1,N,10.8036489024804,10.8036489024804,10.110501721920452,2,0
NY,2,5,1.0,0,5,1,N,11.352240147495628,10.126631103850338,9.433483923290392,2,0
IL,3,4,2.0,1,5,1,N,12.349237487122934,11.512925464970229,10.819778284410283,1,0
IA,7,4,1.0,0,0,2,N,11.156250521031495,11.156250521031495,10.993731591533722,2,1
UT,8,1,2.0,4,1,1,N,12.031719258385396,12.031719258385396,11.86920032888762,3,1
MN,20,8,1.0,4,8,2,N,12.314927050442256,12.314927050442256,12.314927050442256,2,1
FL,7,18,1.0,0,18,2,N,13.155798153490569,13.155798153490569,12.868116081038783,2,0
MO,3,1,1.0,1,1,1,N,10.126631103850338,10.126631103850338,9.964112174352564,2,0
IN,7,3,1.0,3,3,1,N,12.14950229404178,12.14950229404178,11.456355113481834,2,1
RI,1,1,1.0,1,1,1,N,10.043249494911286,10.043249494911286,9.35010231435134,2,1
MI,4,1,1.0,0,1,1,N,12.022047638688663,11.512925464970229,10.819778284410283,4,0
CA,3,5,2.0,0,5,1,N,11.512925464970229,11.512925464970229,10.819778284410283,3,0
NY,7,4,2.0,0,4,1,N,11.512925464970229,11.512925464970229,10.819778284410283,3,1
FL,2,2,1.0,0,2,1,N,8.517193191416238,8.517193191416238,8.354674261918463,2,0
IA,2,20,1.0,0,20,1,N,10.819778284410283,10.819778284410283,10.126631103850338,4,1
IN,5,5,2.0,0,5,1,N,10.705489138008156,10.126631103850338,9.433483923290392,1,0
FL,3,4,2.0,0,4,1,N,10.38498734692029,9.210340371976184,8.517193191416238,3,0
CA,2,4,1.0,4,4,2,N,11.351100412331276,10.126631103850338,9.433483923290392,3,0
FL,7,12,1.0,0,12,1,N,12.007621706806336,12.007621706806336,11.719939634354557,2,0
SC,4,15,2.0,0,15,1,N,9.210340371976184,9.210340371976184,8.517193191416238,1,0
PA,7,2,2.0,0,2,1,N,9.210340371976184,9.210340371976184,8.517193191416238,3,1
NJ,3,1,1.0,0,1,1,N,11.52039747980893,11.512925464970229,10.819778284410283,2,0
VT,20,1,1.0,13,0,2,N,13.547631112808672,13.680835654637672,13.680835654637672,2,1
NY,5,3,1.0,1,3,1,N,11.538651689541108,11.350406535472452,10.657259354912508,1,0
MA,2,1,1.0,0,1,1,N,8.602820277383675,8.612503371220562,7.919356190660617,2,0
WA,6,30,2.0,30,0,1,N,12.807926567643728,12.810388612383504,12.522706539931722,2,0
MD,2,1,1.0,0,1,1,N,11.080834000794354,9.903487552536127,9.210340371976184,1,0
OH,3,6,1.0,0,6,1,N,11.127262984158245,11.127262984158245,10.4341158035983,2,0
NH,5,2,2.0,0,2,1,N,10.043249494911286,10.043249494911286,9.35010231435134,3,1
CA,5,20,1.0,10,20,1,N,11.951180395901384,11.512925464970229,10.819778284410283,1,0
CA,4,8,1.0,0,8,1,N,11.918390573078392,11.512925464970229,10.819778284410283,3,0
KY,7,11,1.0,0,11,1,N,10.927950842567917,10.308952660644293,9.615805480084347,2,1
IN,2,15,1.0,5,20,1,N,10.868568448579715,10.46310334047155,9.769956159911606,2,0
KY,5,8,1.0,0,8,1,N,11.512925464970229,11.512925464970229,10.819778284410283,2,0
NY,7,4,1.0,0,4,1,N,11.597873047132929,10.819778284410283,10.126631103850338,2,1
CT,1,2,1.0,0,0,1,N,9.783351751296149,9.210340371976184,8.517193191416238,4,0
MA,4,9,1.0,1,9,1,N,11.925035115797062,11.512925464970229,10.819778284410283,2,0
MN,14,15,1.0,0,15,1,N,13.122363377404328,13.122363377404328,12.834681304952548,2,1
MD,7,5,1.0,0,5,1,N,11.77528972943772,11.512925464970229,10.819778284410283,2,1
NM,7,20,1.0,2,20,1,N,10.46310334047155,10.46310334047155,9.769956159911606,2,1
OH,3,1,1.0,0,1,1,N,11.624985488723516,10.126631103850338,9.433483923290392,3,0
MD,0,1,2.0,0,1,1,N,9.962275194019217,9.615805480084347,8.922658299524402,3,0
KY,7,2,1.0,0,2,1,N,10.249697933426978,9.903487552536127,9.210340371976184,2,1
OH,0,4,1.0,0,4,1,N,9.852194258148575,9.852194258148575,9.159047077588632,2,0
GA,7,1,1.0,0,1,1,N,9.210340371976184,9.210340371976184,8.517193191416238,3,1
CA,3,15,1.0,5,15,1,N,10.819778284410283,10.308952660644293,9.615805480084347,1,0
NY,0,2,1.0,0,2,1,N,12.090420462992888,11.512925464970229,10.819778284410283,2,0
NY,6,1,1.0,0,1,2,N,10.860920227741458,10.46310334047155,9.769956159911606,3,1
VA,5,4,1.0,0,4,1,N,9.210340371976184,9.210340371976184,9.047821442478408,2,0
VA,7,3,2.0,1,4,1,N,10.085809109330082,9.210340371976184,8.517193191416238,2,1
