State,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,LowDoc,DisbursementGross,GrAppv,SBA_Appv,Sector_Points,Approve
WV,15,1,1.0,0,0,0,N,12.553202176625376,12.553202176625376,12.3906832471276,0,1
CA,25,2,1.0,0,0,0,N,12.049418835484795,12.049418835484795,11.826275284170586,0,1
IA,7,6,2.0,0,0,0,N,11.652687407345388,12.429216196844385,12.266697267346608,0,1
TX,5,3,1.0,0,0,0,N,11.407564949312402,11.407564949312402,11.245046019814628,0,1
SC,20,20,1.0,0,0,0,N,13.051404288463836,13.051404288463836,12.888886621950329,0,1
PA,11,11,1.0,0,0,0,N,11.407564949312402,11.407564949312402,11.184421397998191,2,1
FL,5,4,1.0,0,0,0,N,10.819778284410283,10.819778284410283,10.714417768752456,0,0
MA,4,1,2.0,0,0,0,N,9.433483923290392,9.433483923290392,9.328123407632566,0,0
IA,10,1,2.0,0,0,0,N,11.742448623248476,11.742448623248476,11.637088107590651,3,1
NY,7,42,1.0,0,0,0,N,13.304684934198283,13.304684934198283,13.081541382884074,3,1
DE,7,1,2.0,0,0,0,N,11.112447898373103,11.112447898373103,11.007087382715277,0,1
CA,10,13,1.0,0,0,0,N,11.918390573078392,11.918390573078392,11.813030057420567,0,1
WA,7,7,1.0,0,0,0,N,11.626254150277232,11.626254150277232,11.40311059896302,1,1
WA,20,15,1.0,5,10,0,N,11.669929213779891,11.669929213779891,11.669929213779891,3,1
ND,15,3,1.0,0,0,0,N,11.70766954176274,11.790557201568507,11.685196685910682,3,1
NC,7,7,2.0,0,0,0,N,11.082142548877776,11.082142548877776,10.976782033219948,3,1
DC,25,4,1.0,0,0,0,N,13.9108207377686,13.9108207377686,13.525158256956614,0,1
CA,25,13,1.0,0,0,0,N,12.206072645530174,12.206072645530174,11.982929094215963,5,1
KS,10,60,2.0,0,0,0,N,11.512925464970229,11.512925464970229,11.407564949312402,0,1
MI,20,8,1.0,3,5,0,N,12.078239274020287,12.078239274020287,12.078239274020287,2,1
SC,7,11,1.0,0,0,0,N,12.515393893085436,12.515393893085436,12.292250341771226,0,1
VA,0,68,1.0,0,0,0,N,11.39675113465326,12.506177237980513,12.343658308482738,3,1
MO,0,20,2.0,0,0,0,N,11.512925464970229,11.512925464970229,11.407564949312402,3,1
MA,10,99,1.0,0,0,0,N,12.611537753638338,12.611537753638338,12.449018824140564,0,1
WA,15,8,2.0,0,0,0,N,13.06786495206783,13.06786495206783,12.905346022570056,0,1
