State,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,LowDoc,DisbursementGross,GrAppv,SBA_Appv,Sector_Points,Approve
MI,10,8,1.0,0,8,1,N,13.487006490992238,13.487006490992238,13.199324418540456,3,1
KY,7,12,2.0,0,0,1,N,12.604848765487542,12.604848765487542,12.31716669303576,5,1
NJ,7,1,1.0,1,1,1,N,11.451050061252142,11.451050061252142,10.757902880692196,5,1
CA,4,3,1.0,0,3,1,N,9.210340371976184,9.210340371976184,8.517193191416238,2,1
CA,5,3,1.0,0,0,1,N,10.819778284410283,10.819778284410283,10.126631103850338,5,0
NV,7,4,1.0,1,4,1,N,10.126631103850338,10.126631103850338,9.433483923290392,1,1
CA,7,1,1.0,2,1,1,N,11.512925464970229,10.819778284410283,10.126631103850338,3,1
MA,7,2,1.0,0,2,1,N,9.421411342056125,8.987196820661973,8.294049640102028,2,1
NJ,7,75,1.0,10,75,1,N,11.643076149435274,10.819778284410283,10.126631103850338,2,1
PA,6,8,1.0,2,8,1,N,8.517193191416238,8.517193191416238,7.824046010856292,2,0
FL,23,6,1.0,6,6,1,N,12.604848765487542,12.604848765487542,12.31716669303576,3,1
HI,5,2,2.0,1,2,1,N,8.517193191416238,8.517193191416238,8.354674261918463,2,0
CA,2,1,1.0,0,1,1,N,9.903487552536127,9.903487552536127,9.210340371976184,2,1
MI,20,2,2.0,2,0,2,N,12.025749091398891,12.025749091398891,12.025749091398891,2,1
CA,25,2,1.0,0,2,1,N,12.254862809699606,12.254862809699606,11.967180737247824,2,1
TX,6,1,2.0,0,0,1,Y,11.156250521031495,11.156250521031495,10.993731591533722,3,1
VA,20,16,2.0,16,0,2,N,13.714584639374314,13.714584639374314,13.714584639374314,3,1
MA,5,20,2.0,0,0,1,Y,11.695247021764184,11.695247021764184,11.532728092266408,3,1
OR,1,16,2.0,16,1,2,N,11.918390573078392,11.918390573078392,11.755871643580615,2,0
NY,4,1,1.0,0,1,1,N,11.39975676686459,10.308952660644293,9.615805480084347,2,0
LA,10,1,2.0,0,0,1,N,12.122691036591124,12.122691036591124,11.83500896413934,2,1
FL,6,5,1.0,1,5,1,N,10.85871049441207,10.819778284410283,10.126631103850338,3,1
MI,2,1,1.0,0,1,1,N,10.819778284410283,10.819778284410283,10.126631103850338,2,0
WI,10,25,1.0,0,0,1,N,10.75775393342989,10.126631103850338,9.433483923290392,3,1
PA,7,1,1.0,0,1,1,N,12.329753808541232,10.819778284410283,10.126631103850338,2,1
CA,7,15,1.0,0,0,2,N,9.615805480084347,9.615805480084347,8.922658299524402,3,1
ID,7,3,1.0,0,3,1,N,9.210340371976184,9.210340371976184,8.517193191416238,2,1
FL,7,6,1.0,3,6,1,N,10.819778284410283,10.819778284410283,10.126631103850338,3,1
FL,7,1,1.0,0,1,2,N,9.305650551780507,9.210340371976184,8.517193191416238,3,1
NY,5,4,1.0,2,4,1,N,11.225243392518449,11.225243392518449,10.532096211958502,3,1
CO,3,5,2.0,0,0,1,Y,11.170435156023451,11.170435156023451,11.007916226525678,2,0
NC,0,12,1.0,0,12,1,N,11.918390573078392,11.918390573078392,11.225243392518449,3,0
PA,7,2,1.0,0,2,1,N,12.011413290148704,10.596634733096073,9.903487552536127,2,1
WI,6,1,2.0,5,1,0,N,10.126631103850338,10.126631103850338,9.964112174352564,2,1
NH,3,1,1.0,0,1,1,N,8.517193191416238,8.517193191416238,7.824046010856292,3,1
OR,8,5,1.0,1,5,1,N,11.715082328264954,11.512925464970229,10.819778284410283,3,1
UT,1,4,1.0,0,0,1,N,12.116596415101824,10.819778284410283,10.126631103850338,2,0
NH,4,7,1.0,2,9,1,N,10.819778284410283,10.819778284410283,10.126631103850338,3,1
VT,5,3,1.0,0,0,2,N,10.442900633154032,10.442900633154032,9.749753452594089,2,1
VA,7,6,1.0,2,6,2,N,10.203592144986466,9.210340371976184,8.517193191416238,2,1
GA,7,1,2.0,1,1,1,N,8.517193191416238,8.517193191416238,8.354674261918463,3,1
WI,5,20,2.0,0,0,2,N,11.512925464970229,11.512925464970229,11.225243392518449,2,1
GA,20,4,1.0,2,4,1,N,11.744037185933616,11.744037185933616,11.05089000537367,3,1
NY,3,1,1.0,0,0,1,N,9.581903928408666,9.581903928408666,8.88875674784872,3,1
AZ,1,12,1.0,0,12,1,N,12.830940985336824,12.884106188280072,12.59642411582829,2,0
MN,7,18,1.0,0,0,1,N,12.644327576461327,12.644327576461327,12.356645504009547,3,1
CA,5,3,1.0,1,3,1,N,11.918390573078392,11.918390573078392,11.630708500626612,3,1
UT,5,4,2.0,0,4,1,N,10.126631103850338,10.126631103850338,9.433483923290392,2,0
CA,25,1,1.0,2,2,1,N,12.729320789294722,12.729320789294722,12.44163871684294,2,1
TX,10,2,1.0,0,2,1,N,12.911642346088676,12.911642346088676,12.623960273636897,5,1
VA,7,1,1.0,1,1,1,N,8.517193191416238,8.517193191416238,8.354674261918463,1,1
FL,7,6,2.0,0,0,1,Y,10.46310334047155,10.46310334047155,10.300584410973777,2,1
MA,3,3,1.0,0,3,1,N,10.532096211958502,10.532096211958502,9.838949031398556,3,1
MD,0,2,1.0,1,2,2,N,9.615805480084347,9.615805480084347,9.453286550586572,1,0
MD,6,1,2.0,0,1,0,N,8.517193191416238,8.517193191416238,8.354674261918463,2,0
VA,25,1,2.0,2,1,2,N,12.644327576461327,12.644327576461327,12.356645504009547,2,1
CA,7,6,1.0,0,6,1,N,11.84939770159144,11.84939770159144,11.686878772093667,2,1
OH,5,2,1.0,0,2,2,N,10.308952660644293,10.308952660644293,9.615805480084347,3,1
NY,2,2,1.0,0,2,1,N,9.608377964255553,9.210340371976184,8.517193191416238,2,0
MI,10,4,2.0,0,0,1,N,12.691580461311874,12.691580461311874,12.403898388860094,1,1
VA,10,1,2.0,0,0,1,N,12.799399490807907,12.799399490807907,12.511717418356127,5,1
NE,5,2,2.0,0,0,1,Y,11.225243392518449,11.26446410567173,11.101945176173954,5,0
CA,9,5,1.0,0,5,1,N,11.608235644774552,11.608235644774552,10.915088464214609,2,1
CA,25,14,1.0,0,14,1,N,14.017634742054408,14.04662227892766,13.75894020647588,1,1
VA,5,3,1.0,3,3,1,N,9.615805480084347,9.615805480084347,8.922658299524402,2,0
NV,7,2,2.0,0,0,1,N,9.210340371976184,9.210340371976184,8.517193191416238,2,1
CA,11,16,1.0,0,0,1,N,13.122363377404328,13.122363377404328,12.834681304952548,2,1
FL,7,20,1.0,0,20,1,N,11.397985882865408,10.819778284410283,10.126631103850338,5,1
MD,7,55,1.0,4,55,1,N,9.210340371976184,9.210340371976184,9.047821442478408,2,1
MA,2,1,1.0,1,1,1,N,10.819778284410283,10.819778284410283,10.126631103850338,2,0
PA,6,10,1.0,0,10,1,N,11.002099841204238,11.002099841204238,10.308952660644293,2,1
MA,5,2,2.0,8,10,1,N,10.819778284410283,10.819778284410283,10.657259354912508,2,1
FL,20,1,1.0,4,0,1,N,12.180754837545884,12.180754837545884,12.180754837545884,2,1
TX,6,2,1.0,0,2,1,N,9.69609431131315,9.210340371976184,8.517193191416238,2,1
NJ,7,20,1.0,20,20,1,N,12.206072645530174,12.206072645530174,11.512925464970229,3,1
FL,4,4,1.0,2,4,0,N,8.517193191416238,8.517193191416238,8.354674261918463,5,0
IL,10,20,2.0,0,0,1,N,13.151922179645874,13.151922179645874,12.864240107194092,4,1
TX,2,7,1.0,0,0,1,N,11.918390573078392,11.918390573078392,11.225243392518449,1,0
CA,20,13,1.0,10,0,1,N,13.281075068559147,13.281075068559147,13.281075068559147,3,1
IL,5,1,1.0,2,1,1,N,10.966904349300576,9.903487552536127,9.210340371976184,2,1
TX,25,2,1.0,2,2,1,N,12.65075846679162,12.65075846679162,12.36307639433984,2,1
PA,10,10,1.0,0,0,1,Y,11.461632170582678,11.813030057420567,11.650511127922792,2,1
MO,7,8,1.0,0,8,1,N,10.367221568768269,10.308952660644293,9.615805480084347,2,1
IA,20,56,1.0,10,0,1,N,12.65395846952229,12.65395846952229,12.65395846952229,3,1
MA,7,7,1.0,0,7,1,N,11.003748481449762,11.002099841204238,10.308952660644293,2,1
IL,4,2,1.0,0,2,1,N,10.308952660644293,10.308952660644293,9.615805480084347,2,1
CA,0,2,1.0,0,2,2,N,11.479978629821447,9.615805480084347,8.922658299524402,3,0
AZ,25,3,1.0,0,3,1,N,12.476099782743232,12.476099782743232,12.188417710291452,3,1
CA,20,100,1.0,0,0,1,N,13.32775020712928,13.32775020712928,12.634603026569334,2,1
TX,24,2,2.0,2,0,1,N,13.312983737012978,13.312983737012978,13.025301664561198,3,1
MN,20,10,1.0,0,10,2,N,12.70076888736628,12.70076888736628,12.70076888736628,5,1
MN,10,1,1.0,1,0,1,N,11.716682302484248,11.716682302484248,11.554163372986473,5,1
TX,10,12,1.0,0,12,1,N,12.62478298038836,12.62478298038836,12.337100907936575,2,1
NY,5,4,1.0,0,0,1,Y,10.126631103850338,10.126631103850338,9.964112174352564,2,1
NC,7,3,2.0,0,0,1,N,9.210340371976184,9.210340371976184,8.517193191416238,3,1
CA,10,7,1.0,1,7,1,N,11.911701584927595,11.911701584927595,11.749182655429822,2,1
TX,7,10,1.0,2,12,1,N,10.308952660644293,10.308952660644293,9.615805480084347,2,1
OR,1,3,1.0,4,3,1,N,11.512925464970229,10.819778284410283,10.126631103850338,2,0
MT,20,12,1.0,0,12,2,N,11.904967552746252,11.904967552746252,11.904967552746252,4,1
NJ,20,15,2.0,15,15,1,N,12.89921982609012,12.959844447906551,12.672162375454771,2,1
PA,5,3,1.0,0,3,1,N,10.714417768752456,10.819778284410283,10.126631103850338,5,1
CA,7,2,1.0,0,2,1,N,9.210340371976184,9.210340371976184,8.517193191416238,2,1
NY,7,2,2.0,0,2,1,N,11.156250521031495,11.156250521031495,10.46310334047155,2,1
MD,0,17,1.0,0,0,1,N,11.925763327407806,11.512925464970229,10.819778284410283,2,0
TX,7,2,1.0,0,2,1,N,9.210340371976184,9.210340371976184,8.517193191416238,4,1
CA,7,2,1.0,0,2,1,N,9.615805480084347,9.210340371976184,8.517193191416238,2,1
AZ,20,1,1.0,14,0,1,N,13.311329476916953,13.311329476916953,13.311329476916953,5,1
