State,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,LowDoc,DisbursementGross,GrAppv,SBA_Appv,Sector_Points,Approve
WA,10,7,1.0,0,0,0,N,12.66349749256905,12.66349749256905,12.306822548630317,5,1
NH,7,7,1.0,0,0,0,N,12.409013489526863,12.409013489526863,12.185869938212656,0,1
NV,10,15,2.0,0,0,0,N,12.21404081517935,12.21404081517935,12.051521885681575,0,1
MD,7,15,1.0,0,0,0,Y,11.512925464970229,11.512925464970229,11.407564949312402,0,1
IA,11,5,1.0,0,0,0,N,11.119882876860622,11.119882876860622,10.896739325546411,3,1
TX,15,3,1.0,0,0,0,Y,10.596634733096073,10.596634733096073,10.4341158035983,0,1
CT,10,10,1.0,0,0,0,N,11.512925464970229,11.512925464970229,11.350406535472452,2,1
TX,10,1,1.0,0,0,0,N,13.049792684569493,13.049792684569493,12.887273755071718,3,1
MA,7,3,2.0,0,0,0,Y,9.903487552536127,9.903487552536127,9.798127036878302,2,1
LA,7,1,1.0,0,0,1,N,11.372214072009475,11.372214072009475,11.266858672304728,2,1
NY,1,2,1.0,0,0,0,N,12.429216196844385,12.429216196844385,12.323855681186558,3,1
CA,3,17,1.0,0,0,0,N,12.89921982609012,12.89921982609012,12.611537753638338,3,1
WA,10,10,1.0,0,0,0,N,11.27720313144916,11.27720313144916,11.056414400305044,0,1
ID,5,2,1.0,0,0,0,Y,10.328755287940472,10.328755287940472,10.223394772282646,0,1
MA,5,2,2.0,0,0,0,Y,10.714417768752456,10.714417768752456,10.60905725309463,0,1
MO,0,10,1.0,0,0,0,N,11.053268127778637,11.053268127778637,10.765596612146298,0,1
NJ,7,21,1.0,0,0,0,Y,11.225243392518449,11.225243392518449,11.119882876860622,2,1
NY,4,2,1.0,0,0,0,Y,11.512925464970229,11.512925464970229,11.407564949312402,3,1
NC,1,190,1.0,0,0,0,N,11.84939770159144,11.84939770159144,11.56171562913966,5,1
WA,7,16,1.0,0,0,0,N,10.819778284410283,10.819778284410283,10.714417768752456,3,1
IN,20,9,1.0,4,4,0,N,11.728036844587177,11.728036844587177,11.728036844587177,5,1
CA,25,25,1.0,0,0,0,N,12.524526376648708,12.524526376648708,12.236844304196929,0,1
ID,7,2,2.0,0,0,0,Y,11.358293002437652,11.407564949312402,11.302204433654577,0,1
CA,25,6,1.0,0,0,0,N,12.736700896592344,12.736700896592344,12.380025952653613,0,1
PA,4,2,1.0,0,0,0,Y,10.126631103850338,10.126631103850338,10.021270588192513,2,1
NC,5,1,1.0,0,0,0,Y,10.388995368317827,10.388995368317827,10.272461552061875,0,0
MA,5,9,2.0,0,0,0,Y,11.512925464970229,11.512925464970229,11.407564949312402,0,1
CA,16,2,1.0,0,0,0,N,13.084661510220318,13.102160670086809,12.814478597635029,0,1
PA,5,1,1.0,0,0,0,Y,9.903487552536127,9.903487552536127,9.798127036878302,0,1
MO,7,2,2.0,0,0,0,Y,9.740968623038354,9.740968623038354,9.635608107380529,0,1
OH,6,2,1.0,0,0,0,Y,10.819778284410283,10.819778284410283,10.714417768752456,0,1
CO,5,4,1.0,0,0,0,Y,11.407564949312402,11.407564949312402,11.302204433654577,3,1
IL,25,5,1.0,0,0,0,Y,11.090110718526953,11.090110718526953,10.984750202869124,0,1
CO,20,22,2.0,0,22,0,N,12.983101310070822,12.983101310070822,12.983101310070822,5,1
