State,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,LowDoc,DisbursementGross,GrAppv,SBA_Appv,Sector_Points,Approve
PA,1,11,1.0,0,0,0,N,12.611537753638338,12.611537753638338,12.323855681186558,3,1
AL,7,5,1.0,0,0,0,N,11.512925464970229,11.512925464970229,11.146200185177994,3,1
TX,5,7,1.0,0,0,0,N,11.289781913656018,12.449018824140564,12.286499894642787,4,1
WI,7,15,1.0,0,0,0,N,12.821258284620408,12.821258284620408,12.598114733306195,0,1
WV,5,14,1.0,0,0,0,N,11.736069016284436,11.736069016284436,11.549739438092944,3,1
LA,1,16,1.0,0,0,0,N,13.69034408167138,13.69034408167138,13.52782581884227,0,1
IL,10,2,1.0,0,0,0,N,12.100712129872347,12.100712129872347,11.877568578558138,3,1
OK,15,3,2.0,0,0,0,N,11.012050172057403,11.012050172057403,10.90668965639958,5,1
NM,10,12,1.0,0,0,0,N,11.951180395901384,11.951180395901384,10.842517771379772,4,1
VA,25,194,1.0,0,0,0,N,13.750972036826704,13.750972036826704,13.527828485512494,0,1
WV,10,60,1.0,0,0,0,N,13.217673557208654,13.217673557208654,12.994530005894443,4,1
NY,10,5,1.0,0,0,0,N,10.545341438708522,10.545341438708522,10.439980923050696,2,1
VT,20,5,1.0,0,0,0,N,10.373491181781864,10.373491181781864,10.210972252284089,0,1
NJ,25,7,1.0,0,0,0,N,13.353475098367715,13.353475098367715,13.130331547053506,3,1
PA,15,40,1.0,0,0,0,N,13.038981768465275,13.038981768465275,12.815838217151068,4,1
IA,10,4,1.0,0,0,0,N,10.657259354912508,10.657259354912508,10.55189883925468,0,1
NY,15,1,1.0,0,0,0,N,11.55214617812351,11.55214617812351,11.3290026268093,1,1
MA,5,15,1.0,0,0,0,N,10.308952660644293,10.308952660644293,10.203592144986466,2,1
MO,20,78,1.0,43,35,0,N,12.36307639433984,12.388394202324127,12.388394202324127,0,1
PA,17,20,1.0,0,0,0,N,12.774223335915432,12.774223335915432,12.551079784601225,0,1
NE,7,2,2.0,0,0,0,N,10.596634733096073,10.596634733096073,10.491274217438248,2,1
MN,0,2,1.0,0,0,0,N,11.082142548877776,11.082142548877776,10.976782033219948,0,1
SC,20,1,2.0,72,0,0,N,13.707925347284336,13.707925347284336,13.707925347284336,0,1
GA,20,14,2.0,14,0,0,N,13.104199406776658,13.104199406776658,13.104199406776658,0,1
IL,7,3,1.0,0,0,0,N,11.670843325766729,11.670843325766729,11.565479963705116,0,1
FL,25,5,1.0,0,0,0,N,12.736700896592344,12.736700896592344,12.449018824140564,0,1
WI,15,3,1.0,0,0,0,N,12.225875272826354,12.225875272826354,12.055086951846071,4,1
MN,14,3,1.0,0,0,0,N,11.32604151627633,11.407564949312402,11.245046019814628,2,1
KY,1,8,1.0,0,0,0,N,12.206072645530174,12.206072645530174,11.918390573078392,4,0
FL,7,15,1.0,0,0,0,N,12.524526376648708,12.524526376648708,12.301382825334498,0,1
TX,7,5,1.0,0,0,0,N,11.184421397998191,11.184421397998191,11.045159330664683,0,1
CO,20,5,1.0,0,0,0,N,11.119882876860622,11.119882876860622,11.014522361202795,0,1
CA,25,17,1.0,0,0,0,N,12.969212197910156,12.969212197910156,12.80669326841238,4,1
MI,15,30,2.0,0,0,0,N,12.779873068457553,12.779873068457553,12.617354138959778,0,1
KS,7,1,2.0,0,0,0,N,10.778956289890028,10.778956289890028,10.673595774232204,0,1
RI,5,5,2.0,0,0,0,N,13.217673557208654,13.217673557208654,13.05515462771088,0,0
TX,15,27,1.0,0,0,0,N,13.753635154246188,13.753635154246188,13.526734554054263,0,1
CA,25,4,1.0,0,0,0,N,11.46688152646882,11.46688152646882,11.361521010810996,0,1
CA,25,8,1.0,0,0,0,N,12.404923504275338,12.404923504275338,12.242404574777565,0,1
MN,10,59,1.0,59,59,0,N,13.527828485512494,13.527828485512494,13.527828485512494,0,1
WV,5,23,2.0,0,0,0,N,11.951180395901384,11.951180395901384,11.845819880243557,5,1
MN,15,9,1.0,0,0,0,N,11.918390573078392,11.918390573078392,11.76756768334381,2,1
CO,20,6,1.0,0,0,0,N,11.744037185933616,11.744037185933616,11.520893634619403,0,1
MO,20,2,1.0,0,0,0,N,12.611537753638338,12.611537753638338,12.449018824140564,0,1
OH,9,5,2.0,0,0,0,N,11.79810440720389,11.918390573078392,11.813030057420567,0,1
CA,20,102,1.0,17,75,0,N,13.337474757021274,13.337474757021274,13.337474757021274,0,1
WI,20,5,1.0,0,0,0,N,12.23950742161641,12.23950742161641,12.076988492118636,0,1
PA,5,7,2.0,0,0,0,N,10.308952660644293,10.308952660644293,10.203592144986466,0,1
GA,10,60,1.0,0,0,0,N,13.458835614025542,13.458835614025542,13.17115354157376,0,1
MD,5,25,1.0,0,0,0,N,11.918390573078392,11.918390573078392,11.695247021764184,2,1
NY,25,8,2.0,0,0,0,N,12.403898388860094,12.403898388860094,12.209098064331862,0,1
NY,0,10,1.0,0,0,0,N,10.126631103850338,10.126631103850338,10.021270588192513,0,1
LA,8,5,1.0,0,0,0,N,11.512925464970229,11.512925464970229,11.407564949312402,2,1
LA,0,65,1.0,0,0,0,N,12.611537753638338,12.611537753638338,12.449018824140564,2,1
CO,20,2,1.0,0,0,0,N,12.250089530946948,12.250089530946948,12.087570601449173,3,1
IA,7,4,1.0,0,0,0,N,10.571316925111784,10.571316925111784,10.465956409453955,0,1
CA,7,2,2.0,0,0,0,N,10.714417768752456,10.714417768752456,10.60905725309463,0,1
WI,20,5,1.0,0,0,0,N,12.691580461311874,12.691580461311874,12.468436909997664,5,1
ND,15,2,1.0,0,0,0,N,11.624466839703135,11.624466839703135,11.426015900979298,0,1
NH,10,72,1.0,0,0,0,N,13.253391639810731,13.253391639810731,13.030248088496522,3,1
IA,5,15,1.0,0,0,0,N,11.002099841204238,11.002099841204238,10.896739325546411,2,1
ND,11,4,1.0,0,0,0,N,11.84939770159144,11.84939770159144,11.744037185933616,2,1
IL,7,28,1.0,0,0,0,N,13.997832114758229,13.997832114758229,13.527828485512494,0,1
TX,23,7,1.0,0,0,0,N,13.498056327178825,13.498056327178825,13.210374254727045,3,1
MD,20,6,1.0,6,0,0,N,12.250089530946948,12.250089530946948,12.250089530946948,0,1
TX,9,5,1.0,0,0,0,N,13.122363377404328,13.409044949522526,13.121362877070744,3,1
IA,10,6,1.0,0,0,0,N,11.225243392518449,11.225243392518449,10.532096211958502,0,1
NY,5,6,2.0,0,0,0,N,11.56171562913966,11.56171562913966,11.456355113481834,0,1
NY,15,8,2.0,0,0,0,N,12.84792653170257,12.84792653170257,12.685407602204794,0,1
NH,7,10,1.0,0,0,0,N,11.512925464970229,11.512925464970229,11.289781913656018,0,1
