State,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,LowDoc,DisbursementGross,GrAppv,SBA_Appv,Sector_Points,Approve
MD,3,3,1.0,0,3,1,N,10.126631103850338,10.126631103850338,9.964112174352564,2,0
WA,3,3,1.0,0,3,1,N,10.308952660644293,9.903487552536127,9.210340371976184,1,0
IL,5,2,1.0,3,5,1,N,9.615805480084347,9.615805480084347,9.453286550586572,2,0
IL,7,5,1.0,0,5,1,N,10.021270588192513,9.210340371976184,8.517193191416238,2,1
MA,20,1,2.0,14,0,1,N,12.553202176625376,12.553202176625376,12.553202176625376,2,1
MI,2,6,1.0,0,6,2,N,11.46442825788468,11.002099841204238,10.308952660644293,2,0
CA,6,1,2.0,1,0,1,N,9.798127036878302,9.798127036878302,9.635608107380529,3,0
IL,20,20,1.0,5,0,2,N,13.45454068974266,13.45454068974266,13.45454068974266,5,1
NY,7,7,2.0,0,7,1,N,10.950806546816688,10.46310334047155,9.769956159911606,5,1
TX,5,1,2.0,1,2,1,N,10.985292722887856,10.819778284410283,10.126631103850338,1,0
WV,20,14,2.0,6,28,2,N,12.400816722322686,12.45488394359296,11.761736763033015,5,1
CA,5,13,1.0,3,16,1,N,10.126631103850338,10.126631103850338,9.433483923290392,2,0
MA,8,8,2.0,8,8,2,N,11.958841298686874,11.225243392518449,10.532096211958502,2,1
IL,4,1,2.0,4,4,1,N,11.107795300762092,10.126631103850338,9.433483923290392,3,0
NY,7,6,1.0,0,6,1,N,11.228079367337656,10.126631103850338,9.433483923290392,2,1
CO,3,2,1.0,0,2,1,N,10.126631103850338,10.126631103850338,9.433483923290392,1,0
IL,1,2,1.0,0,2,1,N,10.952296664110428,10.126631103850338,9.433483923290392,3,0
AZ,10,15,1.0,2,15,1,N,12.82260872371828,12.82260872371828,12.534926651266495,2,1
NC,7,4,2.0,3,4,1,N,8.517193191416238,8.517193191416238,8.354674261918463,2,0
OH,23,4,1.0,0,4,1,N,14.272618899224277,14.272618899224277,13.984936826772495,2,1
NY,4,3,2.0,0,3,1,N,11.231795215707006,10.819778284410283,10.126631103850338,3,0
TX,4,7,1.0,2,7,1,N,11.03650126792157,10.126631103850338,9.433483923290392,1,0
GA,6,1,1.0,1,1,1,N,11.49272275765271,11.49272275765271,10.799575577092764,3,1
MO,3,5,2.0,5,2,1,N,10.438898466060431,9.903487552536127,9.210340371976184,2,0
IN,3,15,1.0,2,13,1,N,11.045398765599383,10.126631103850338,9.433483923290392,1,0
GA,5,1,1.0,0,1,1,N,11.251287936366248,10.819778284410283,10.126631103850338,1,0
WA,10,3,1.0,0,3,2,N,11.627485534669326,10.819778284410283,10.126631103850338,2,1
CA,2,7,1.0,3,10,1,N,10.126631103850338,10.126631103850338,9.433483923290392,4,1
IL,3,14,1.0,0,14,1,N,11.29968273833328,10.819778284410283,10.126631103850338,2,0
CA,7,1,1.0,0,1,1,N,9.560715513766388,9.210340371976184,8.517193191416238,3,1
OH,7,0,2.0,70,0,1,N,10.21982996548112,9.615805480084347,8.922658299524402,2,1
IL,3,3,2.0,6,6,1,N,9.615805480084347,9.615805480084347,9.453286550586572,2,0
CA,3,2,1.0,0,2,1,N,10.126631103850338,10.126631103850338,9.964112174352564,2,0
WA,2,1,2.0,0,1,2,N,10.090133080810135,9.210340371976184,8.517193191416238,2,0
NY,5,2,1.0,6,6,1,N,10.935995650601194,10.46310334047155,9.769956159911606,1,0
WA,4,10,1.0,5,10,1,N,11.512925464970229,11.512925464970229,10.819778284410283,5,0
PA,3,1,2.0,0,1,1,N,9.210340371976184,9.210340371976184,8.517193191416238,2,1
IL,5,4,1.0,4,8,1,N,11.281623725954557,10.819778284410283,10.126631103850338,3,0
MI,7,1,2.0,0,1,1,N,10.12763060418342,10.126631103850338,9.433483923290392,2,1
CA,3,2,1.0,0,2,2,N,10.564550494623225,9.740968623038354,9.047821442478408,2,0
FL,7,13,1.0,0,13,1,N,11.714387665291566,10.819778284410283,10.126631103850338,2,1
UT,5,1,1.0,0,4,1,N,11.216902033242684,10.819778284410283,10.126631103850338,3,0
UT,7,5,1.0,0,5,1,N,11.231728982207402,10.126631103850338,9.433483923290392,2,1
LA,7,1,2.0,1,1,1,N,11.042921835724492,10.126631103850338,9.433483923290392,1,1
MI,2,3,1.0,0,3,1,N,10.198170064632654,9.615805480084347,8.922658299524402,3,0
GA,7,3,1.0,0,0,1,N,10.819778284410283,10.819778284410283,10.657259354912508,3,1
IL,2,1,2.0,1,1,1,N,9.615805480084347,9.615805480084347,9.453286550586572,3,0
NY,2,2,1.0,0,2,1,N,10.833681189579275,10.833681189579275,10.14053400901933,3,0
AZ,23,4,1.0,0,4,2,N,13.737765209339422,13.737765209339422,13.45008313688764,5,1
OH,3,0,1.0,0,0,1,N,10.126631103850338,10.126631103850338,9.433483923290392,1,1
