State,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,LowDoc,DisbursementGross,GrAppv,SBA_Appv,Sector_Points,Approve
FL,10,2,1.0,1,3,1,N,11.918390573078392,11.918390573078392,11.755871643580615,2,1
NY,4,9,1.0,0,9,1,N,10.596634733096073,9.903487552536127,9.210340371976184,2,1
CA,25,2,1.0,2,2,1,N,13.112313041550829,13.112313041550829,13.006952525893,2,1
WA,3,1,1.0,0,1,1,N,10.46310334047155,10.46310334047155,10.46310334047155,2,0
AZ,7,10,1.0,0,10,1,N,12.102859821929806,10.819778284410283,10.126631103850338,3,1
KY,20,1,2.0,20,0,2,N,14.048208322083296,14.048208322083296,14.048208322083296,2,1
SC,20,2,1.0,4,2,1,N,13.128345449081875,13.241034907121827,13.241034907121827,5,1
OK,3,5,2.0,5,5,1,N,11.289781913656018,11.289781913656018,10.596634733096073,2,1
OK,23,4,1.0,0,4,2,N,13.959610901938031,13.959610901938031,13.854250386280205,2,1
CO,10,5,1.0,0,5,1,N,12.765688433465597,12.765688433465597,12.66032791780777,5,1
WA,9,2,2.0,8,2,1,S,9.903487552536127,9.903487552536127,9.740968623038354,2,0
AR,7,5,1.0,5,5,1,N,11.37366339763672,10.819778284410283,10.126631103850338,3,1
IL,25,1,1.0,2,1,1,N,12.813117127036708,12.813117127036708,12.707756611378882,5,1
CA,6,0,2.0,6,0,1,N,11.512925464970229,11.512925464970229,11.407564949312402,2,0
IL,7,30,1.0,1,0,1,N,10.126631103850338,10.126631103850338,10.021270588192513,2,1
TX,15,1,1.0,8,1,2,N,12.26528450516202,12.26528450516202,12.159923989504192,5,1
CA,10,4,2.0,4,0,2,N,12.89921982609012,12.89921982609012,12.793859310432293,3,1
PA,20,1,1.0,2,1,1,N,11.480402273264668,11.480402273264668,11.375041757606844,2,1
MN,2,7,1.0,2,7,1,N,10.129187832632027,10.126631103850338,9.433483923290392,4,1
VT,0,12,1.0,0,12,2,N,11.289781913656018,11.289781913656018,11.127262984158245,4,1
KY,1,32,1.0,3,32,1,N,13.458835614025542,12.765688433465597,12.072541252905651,4,1
TX,4,3,1.0,0,3,2,N,10.596634733096073,10.596634733096073,9.903487552536127,4,1
LA,4,8,1.0,0,8,1,N,10.46310334047155,10.46310334047155,10.46310334047155,3,0
FL,10,8,1.0,2,8,2,N,13.049792684569493,13.049792684569493,12.944432168911668,4,1
TX,7,1,2.0,0,1,1,N,9.65975856761281,9.210340371976184,8.517193191416238,3,1
WI,10,4,2.0,4,4,1,N,12.013700752882718,12.013700752882718,11.726018680430936,2,1
GA,25,1,2.0,6,1,1,N,12.706847933442663,12.706847933442663,12.601487417784837,2,1
IL,7,1,2.0,0,1,2,N,10.933106969717286,10.933106969717286,10.82774645405946,5,1
PA,6,1,1.0,0,1,2,N,11.407564949312402,11.407564949312402,10.714417768752456,5,1
KS,4,19,1.0,0,19,1,N,13.648511017268104,13.673601311781582,13.3859192393298,2,1
CA,3,6,1.0,0,6,1,N,10.596634733096073,10.596634733096073,9.903487552536127,2,1
GA,5,2,1.0,0,2,2,N,10.819778284410283,10.819778284410283,10.126631103850338,5,1
NC,10,2,2.0,2,0,2,N,10.126631103850338,10.126631103850338,9.433483923290392,3,1
OR,4,5,1.0,2,7,1,N,11.223535267837091,10.126631103850338,9.433483923290392,2,0
IA,5,11,1.0,0,1,2,N,11.753508068222036,10.308952660644293,9.615805480084347,2,1
CO,1,14,2.0,0,14,1,N,13.285335604147384,13.017002861746503,12.911642346088676,4,1
OR,3,31,1.0,5,0,1,N,12.429216196844385,12.429216196844385,11.736069016284436,3,1
DE,3,2,2.0,2,2,1,S,10.819778284410283,10.819778284410283,10.657259354912508,3,0
MN,5,1,2.0,2,1,1,N,11.225243392518449,11.225243392518449,11.119882876860622,2,1
MT,5,3,1.0,0,3,2,N,10.373491181781864,10.373491181781864,9.680344001221918,2,1
MN,5,8,1.0,0,8,1,N,9.903487552536127,9.903487552536127,9.798127036878302,3,1
OH,7,3,1.0,0,3,1,N,11.289781913656018,10.819778284410283,10.126631103850338,1,1
HI,7,1,1.0,0,1,1,N,11.509118226627274,10.819778284410283,10.126631103850338,3,1
VA,3,2,2.0,0,2,2,N,10.126631103850338,10.126631103850338,9.433483923290392,1,1
MN,5,60,1.0,3,60,1,N,12.765688433465597,12.765688433465597,12.072541252905651,3,1
VA,5,3,1.0,3,3,1,N,10.126631103850338,10.126631103850338,9.433483923290392,4,1
MN,7,1,1.0,2,3,1,N,8.852950887099581,8.517193191416238,7.824046010856292,5,1
MA,9,1,1.0,0,1,1,N,10.126631103850338,10.126631103850338,9.433483923290392,2,1
CA,5,2,1.0,0,2,1,N,10.126631103850338,10.126631103850338,10.021270588192513,2,0
IN,10,15,1.0,0,15,1,N,13.710150042306449,13.710150042306449,13.57088797497294,5,1
GA,10,40,1.0,2,0,1,N,13.304684934198283,13.304684934198283,13.199324418540456,2,1
MO,9,6,1.0,0,6,1,N,9.433483923290392,9.433483923290392,9.328123407632566,1,0
MN,6,3,1.0,0,3,2,N,10.46310334047155,10.46310334047155,10.46310334047155,2,1
TX,7,2,2.0,10,0,1,N,12.206072645530174,12.206072645530174,12.100712129872347,2,0
CA,6,50,1.0,10,0,2,N,12.388394202324127,12.388394202324127,12.283033686666302,2,1
IN,3,3,1.0,2,3,2,N,10.308952660644293,10.308952660644293,9.615805480084347,3,1
NJ,7,2,2.0,23,2,1,N,12.765688433465597,12.765688433465597,12.66032791780777,2,1
IA,7,46,1.0,0,46,1,N,12.206072645530174,12.206072645530174,11.918390573078392,2,1
MO,7,1,1.0,4,1,2,N,11.771436160121729,11.771436160121729,11.666075644463904,2,1
