State,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,LowDoc,DisbursementGross,GrAppv,SBA_Appv,Sector_Points,Approve
TX,5,4,2.0,0,0,1,Y,11.225243392518449,11.225243392518449,11.002099841204238,5,1
SC,1,4,2.0,0,0,1,Y,11.512925464970229,11.512925464970229,11.289781913656018,0,0
ND,15,4,1.0,0,0,1,Y,11.06350846933288,11.06350846933288,10.840364918018672,3,1
VA,7,5,2.0,0,0,1,N,11.512925464970229,11.512925464970229,11.225243392518449,4,1
MN,5,2,2.0,0,0,1,Y,10.959540226785442,11.156250521031495,10.933106969717286,4,1
ME,4,9,2.0,0,6,1,N,10.126631103850338,10.126631103850338,9.433483923290392,2,1
MI,19,6,2.0,6,0,1,N,13.864300722133706,13.864300722133706,13.52181041318693,2,0
CA,25,12,1.0,0,12,1,N,13.19095616886994,13.19095616886994,12.90327409641816,0,1
NY,4,5,1.0,1,6,1,N,11.57402056433004,10.819778284410283,10.126631103850338,2,1
FL,20,13,1.0,13,0,1,N,12.985397522331173,12.985397522331173,12.985397522331173,3,1
TX,5,1,2.0,0,0,1,Y,11.141861783579396,11.184421397998191,10.961277846683982,0,1
GA,7,4,2.0,0,0,1,Y,11.918390573078392,11.918390573078392,11.630708500626612,2,1
MT,15,3,1.0,3,3,2,N,12.100712129872347,12.100712129872347,11.813030057420567,2,1
CA,7,13,1.0,1,13,1,N,12.105699671383386,12.105699671383386,11.818017598931606,3,1
MA,7,2,1.0,0,2,1,N,9.966462351697515,10.596634733096073,9.903487552536127,3,1
MN,5,2,2.0,0,2,1,N,11.957611286231677,11.957611286231677,11.669929213779891,0,1
AZ,20,35,2.0,5,0,1,N,11.84939770159144,11.84939770159144,11.84939770159144,0,1
SC,10,2,1.0,0,0,1,Y,10.915088464214609,11.082142548877776,10.858998997563564,3,1
VA,7,10,1.0,0,0,1,N,10.596634733096073,10.596634733096073,10.373491181781864,0,1
MD,7,35,1.0,0,35,1,N,12.594730635321955,12.611537753638338,12.323855681186558,2,1
CA,20,40,1.0,20,40,1,N,13.077366011473591,13.077366011473591,13.077366011473591,2,1
MD,20,14,1.0,7,0,1,N,13.43131758513165,13.43131758513165,13.43131758513165,0,1
TX,3,2,1.0,5,7,1,N,9.297801647746176,9.210340371976184,8.517193191416238,5,1
CA,6,1,2.0,0,0,1,N,11.951180395901384,11.951180395901384,11.663498323449602,2,0
NY,14,92,1.0,0,0,1,N,13.815510557964274,13.815510557964274,13.527828485512494,4,0
FL,10,20,2.0,0,0,1,N,13.047639831208391,13.047639831208391,12.759957758756611,0,1
OK,12,2,2.0,0,0,2,Y,10.16585181700362,10.16585181700362,9.94270826568941,0,1
CA,6,4,1.0,0,0,1,Y,9.903487552536127,9.903487552536127,9.680344001221918,0,0
TX,2,6,2.0,0,0,1,N,12.230765258120543,12.230765258120543,11.943083185668764,2,0
TX,20,23,2.0,8,15,1,N,13.17314584134022,13.38472764187182,13.09704556942004,0,1
OK,10,9,2.0,0,0,2,N,13.151922179645874,13.151922179645874,12.864240107194092,2,1
IL,7,5,2.0,0,0,1,Y,11.608235644774552,11.608235644774552,11.320553572322773,0,1
CA,7,3,1.0,0,3,1,N,12.367340793126296,12.367340793126296,12.079658720674516,2,1
NJ,10,1,2.0,10,10,1,N,11.918390573078392,11.918390573078392,11.630708500626612,0,1
IL,10,4,1.0,0,0,1,Y,11.461632170582678,11.918390573078392,11.630708500626612,2,1
WA,7,16,1.0,0,0,1,N,11.608235644774552,11.608235644774552,11.320553572322773,3,1
CA,25,3,2.0,1,3,1,N,12.65395846952229,12.65395846952229,12.366276397070507,1,1
OH,6,14,1.0,2,14,1,N,10.819778284410283,10.819778284410283,10.126631103850338,2,1
MN,2,2,1.0,0,0,1,Y,10.126631103850338,10.126631103850338,9.903487552536127,2,0
PA,25,7,1.0,7,7,1,N,12.611537753638338,12.611537753638338,12.323855681186558,0,1
NJ,7,3,1.0,0,0,1,Y,11.002099841204238,11.002099841204238,10.778956289890028,0,1
WI,20,8,1.0,4,0,2,N,12.721885810807205,12.721885810807205,12.721885810807205,0,1
IN,15,15,1.0,0,0,1,N,12.701683103489684,12.701683103489684,12.414001031037904,0,1
MA,3,14,2.0,0,0,2,Y,9.903487552536127,9.903487552536127,9.680344001221918,2,1
TX,20,3,1.0,0,3,1,N,12.54966234992025,12.560244459250788,12.272562386799006,0,1
TX,17,115,1.0,0,105,1,N,14.182581278085127,14.182581278085127,13.52782715217827,4,1
FL,20,9,1.0,7,0,1,N,12.341477282536376,12.341477282536376,12.341477282536376,3,1
IL,2,5,1.0,0,0,2,Y,11.84939770159144,11.84939770159144,11.56171562913966,2,0
GA,3,1,2.0,0,0,1,Y,11.289781913656018,11.289781913656018,11.06663836234181,0,0
TX,10,10,1.0,0,0,1,N,13.244581010128575,13.244581010128575,12.956898937676796,3,1
CT,5,1,1.0,0,0,1,N,11.156250521031495,11.156250521031495,10.933106969717286,0,1
CA,14,38,1.0,2,40,1,N,13.592367006650065,13.592367006650065,12.888077985671275,3,1
NY,4,4,1.0,2,6,1,N,11.585506557750984,10.819778284410283,10.126631103850338,2,1
CA,25,4,1.0,4,4,1,N,12.631340380934516,12.631340380934516,12.343658308482738,3,1
NY,8,12,1.0,0,0,2,N,13.815510557964274,13.815510557964274,13.527828485512494,2,1
CA,25,2,1.0,0,2,1,N,13.652991628466498,13.652991628466498,13.36530955601472,2,1
TN,0,3,1.0,0,0,1,N,12.89921982609012,12.89921982609012,12.793859310432293,3,1
HI,2,20,2.0,0,0,1,Y,11.350406535472452,11.350406535472452,11.127262984158245,0,0
GA,1,15,2.0,15,15,1,N,13.017002861746503,13.017002861746503,12.729320789294722,0,0
CA,25,7,1.0,0,7,1,N,13.55284624848778,13.578521599828012,13.29083952737623,3,1
CA,5,3,1.0,0,3,1,N,11.669929213779891,11.669929213779891,11.382247141328111,2,0
SC,6,2,2.0,10,2,1,N,13.337474757021274,13.337474757021274,13.049792684569493,0,0
OK,5,70,1.0,0,0,1,N,12.611537753638338,12.611537753638338,12.323855681186558,0,1
UT,20,24,1.0,25,24,1,N,12.456831363877356,12.456831363877356,12.456831363877356,4,1
MN,2,2,2.0,2,2,1,N,11.84939770159144,11.84939770159144,11.56171562913966,0,0
NM,15,3,2.0,1,3,1,N,11.483496654279415,11.483496654279415,11.260353102965206,0,1
IL,1,4,2.0,0,0,1,N,10.373491181781864,10.373491181781864,10.150347630467651,3,0
KS,20,15,2.0,15,0,2,N,12.117241431823558,12.117241431823558,12.117241431823558,4,1
TX,7,2,2.0,0,2,1,N,11.842229212112828,11.842229212112828,11.554547139661048,0,1
CA,2,30,1.0,0,30,1,N,13.659090638692971,13.659090638692971,13.371408566241191,3,0
TX,7,25,1.0,0,0,1,N,13.017002861746503,13.017002861746503,12.729320789294722,3,1
