State,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,LowDoc,DisbursementGross,GrAppv,SBA_Appv,Sector_Points,Approve
NY,20,19,1.0,15,4,0,N,12.30591798049989,12.30591798049989,12.30591798049989,2,1
TX,17,4,1.0,0,0,0,N,12.206072645530174,12.206072645530174,11.982929094215963,0,0
NH,10,15,1.0,5,10,0,N,12.2783933071098,12.2783933071098,12.2783933071098,0,1
CA,10,16,1.0,8,8,0,N,12.587927887999204,12.587927887999204,12.587927887999204,0,1
CA,20,77,1.0,22,55,0,N,12.637855061955712,12.637855061955712,12.637855061955712,3,1
MO,1,3,2.0,0,0,0,N,10.308952660644293,10.308952660644293,10.203592144986466,2,0
MI,20,27,1.0,5,22,0,N,12.345834587905332,12.345834587905332,12.345834587905332,0,1
CA,8,1,2.0,0,0,0,N,12.154779351142624,12.154779351142624,11.992260421644849,3,0
CA,20,38,1.0,22,16,0,N,12.765688433465597,12.765688433465597,12.765688433465597,3,1
VT,18,12,2.0,0,0,0,N,12.323855681186558,12.323855681186558,12.036173608734776,0,0
TX,14,11,2.0,0,0,0,N,13.337474757021274,13.337474757021274,13.114331205707064,5,0
NY,20,12,2.0,16,16,0,N,12.65714826489039,12.65714826489039,12.65714826489039,0,1
VT,17,7,1.0,0,0,0,N,11.77528972943772,12.013700752882718,11.726018680430936,0,0
IA,5,10,1.0,0,0,0,N,10.46310334047155,11.002099841204238,10.896739325546411,0,0
VT,10,35,1.0,0,0,0,N,13.122363377404328,13.122363377404328,12.834681304952548,0,0
TX,4,5,1.0,0,0,0,N,11.728036844587177,11.728036844587177,11.622676328929348,0,0
OR,3,68,1.0,0,0,0,N,12.273731294003989,12.273731294003989,11.83934736573794,4,0
CA,9,7,2.0,0,0,0,N,12.0435537160324,12.0435537160324,11.881034786534624,2,0
TX,12,2,2.0,0,0,0,N,12.2783933071098,12.2783933071098,12.115874377612023,0,0
NY,1,12,1.0,15,12,0,N,12.33270529646354,12.33270529646354,12.33270529646354,3,1
TX,4,4,2.0,0,0,0,N,11.982929094215963,11.982929094215963,11.759785542901756,3,0
MA,4,5,2.0,0,0,0,N,11.184421397998191,11.184421397998191,11.079060882340366,2,0
TX,14,5,1.0,0,0,0,N,11.884489021402713,11.884489021402713,11.661345470088502,2,0
CA,20,216,1.0,36,180,0,N,11.891361900690471,11.891361900690471,11.891361900690471,1,1
