,x1,x2,y
650,1.3396080126801615,1.4689939966651675,0.0
132,2.3237993893275557,1.4798391747746977,0.0
896,2.6209452118070065,2.124544691500014,0.0
756,1.9396064336258172,2.7872498411780766,0.0
149,0.09438894976097867,1.9770510549414588,0.0
353,1.5383682002677184,2.106467828552237,0.0
207,2.26828642623581,1.6921076896169063,0.0
833,1.2629978772579546,1.3883907480212136,0.0
933,-0.8220520750031792,0.11144249317855627,1.0
646,2.205573253811939,2.2729413544925734,0.0
510,-3.097644999657195,0.8630212973346832,1.0
777,-0.8907136729124607,-0.274464888100397,1.0
30,-1.7440412488595631,-0.7643273187359957,1.0
573,-2.7056916931461785,0.18085559811332164,1.0
813,2.485036253454609,2.3506416625621642,0.0
56,1.414248146054776,0.5209774643253688,0.0
254,2.415824207814279,3.247502684297808,0.0
574,1.6643349936620284,2.8351435508832363,0.0
905,-0.8802319196518018,-0.6915125367510866,1.0
451,2.65766807126916,3.2014991892562206,0.0
926,2.0475441013005593,0.6106234000312021,0.0
4,-1.3808319767949813,2.1010636101974045,1.0
648,-2.0346163507210164,-0.3112735051350139,1.0
679,1.2755078263848714,2.363792640213183,0.0
215,2.6751662067154793,2.9269469068015814,0.0
481,-1.4789641442993056,0.7485706877478804,1.0
385,-2.7917525422777922,0.19786785695419964,1.0
848,1.8442163478575022,2.0799909370322527,0.0
320,1.923923807631719,2.4531981822703823,0.0
689,2.6954681223887462,2.25445492477466,0.0
882,3.399734662279932,0.9380020477382898,0.0
77,-1.896653670321529,0.15225425155750064,1.0
518,2.742765478710192,1.3229217076500297,0.0
389,-1.2931737893901256,-1.6540167210035377,1.0
713,1.4085305461330169,0.9751209040297746,0.0
379,-1.3404426025621328,1.037034777278487,1.0
883,2.4567453485203194,1.3069862490851425,0.0
23,2.5151861626018834,1.2425945592988952,0.0
825,-1.2796241446098675,1.2581309386751576,1.0
228,-0.048049232412783915,0.3775964111120138,1.0
815,-4.546513853603754,-0.44050726404808355,1.0
694,-2.5234024896587823,0.8135684919087582,1.0
468,-2.445440473517347,0.6549410089734726,1.0
209,-1.237508297619893,-0.9949826677493638,1.0
722,-1.1678187759189114,-0.9095162635999777,1.0
20,-2.6079885012831614,-1.4494458707457434,1.0
231,-2.310410080004457,0.9936572700285019,1.0
789,1.6702316686904504,0.9571129127412412,0.0
112,0.8254877473284148,1.9455122744777082,0.0
286,-2.3052155672119885,0.5486858943572761,1.0
926,-3.4753455406333615,-0.5428639080133528,1.0
302,-1.6973612795293298,-1.1680081988681803,1.0
553,-1.5088174542387005,-1.3402704625182587,1.0
943,2.8448584450505194,1.8071368945899773,0.0
640,-2.796865828886509,0.3156266523803189,1.0
465,2.7824780218837155,2.269984339127834,0.0
404,2.108434655763852,0.719686818788924,0.0
332,-1.0882205061004107,0.7001163189663243,1.0
973,1.795000872069581,3.0327478523306697,0.0
336,2.5715091432795707,2.2336736778517223,0.0
88,3.062598053234007,1.8087162397006509,0.0
40,-3.6466506832193852,0.29922069515909056,1.0
705,2.662183726549064,3.029443706775351,0.0
772,2.6080906776084407,2.256008998044292,0.0
979,-1.916564266874422,1.3023825378336449,1.0
235,1.2575418326187235,1.319833658261209,0.0
406,1.382929407152952,2.3221860724819994,0.0
144,3.1152971818355506,2.9627488702635705,0.0
175,-3.850253021238312,-0.6784499205319902,1.0
786,-2.055213667634239,-0.661393300004999,1.0
871,2.5355603137991256,1.0502951533247693,0.0
270,-1.6638661787404168,0.446178802925318,1.0
683,1.9408508977020371,2.469570658589861,0.0
994,1.6932354728730563,2.504764228844515,0.0
940,-2.452164732419662,0.25300858296637224,1.0
143,3.0285881533655354,1.6013488765558421,0.0
754,1.833329749397992,1.668677823472338,0.0
671,1.6234449061597411,2.8641666471880765,0.0
114,-1.3409981072835626,0.1485873113814163,1.0
338,-2.582010732055036,-2.323243217270285,1.0
919,2.2460010866940414,0.16536869337484617,0.0
68,1.436572496688381,2.7428077774003383,0.0
360,-2.275754649411052,-1.4592095732352313,1.0
201,-2.6782884132427176,0.9523251314739707,1.0
658,-0.3388197192988218,-0.04673410269437261,1.0
732,-0.933324670334668,0.6758021801979729,1.0
308,2.432300130265282,2.7836467482810967,0.0
575,2.301493317294563,1.3905985466719786,0.0
785,1.3027564205192546,1.6993453257339621,0.0
680,2.7067664655643795,1.4831270941133,0.0
972,0.8193552433784839,1.4733811376337091,0.0
0,2.513868255956221,2.444178354342258,0.0
506,-3.0447274932718478,-0.08951645188877005,1.0
510,2.548992049647649,1.6881372107738342,0.0
471,-3.860098415624879,-0.1553669347396869,1.0
356,-1.454419314896187,-0.6888070437839557,1.0
401,2.671353052644168,1.6382722679872403,0.0
347,-1.5634766044647714,0.8252541274375955,1.0
80,-3.128933117870748,-1.126583366370717,1.0
596,2.637079939491322,1.4694187091375301,0.0
628,-2.397998165838273,-1.0698294970874382,1.0
567,2.7887564574847756,3.0826222706347552,0.0
852,1.9491129430702898,1.8138380139226578,0.0
45,-2.2995967677091107,-1.274131160732109,1.0
596,-1.7441404665242022,0.759833792290843,1.0
796,1.198766748013902,2.7462477331736723,0.0
342,1.8615431968031384,1.0140290270503334,0.0
152,-2.9030144564405167,-1.5978450080175668,1.0
887,1.875355665618351,2.7738173160959105,0.0
195,-1.3689903731621385,-1.574845750222757,1.0
439,3.3878319648041724,2.9313740756967777,0.0
464,-2.5456924989584184,-0.8147178880864345,1.0
359,-1.8016218770790868,-1.4854913570723796,1.0
138,2.0933951361179814,3.8936697969703866,0.0
691,2.2904311365956844,1.248702330541327,0.0
845,1.8739265022758524,1.9692392641875174,0.0
454,1.6592917985910283,2.537962257306832,0.0
560,1.8674894602821095,2.247133109357386,0.0
614,1.9339768426460346,1.5823038180064475,0.0
355,2.662235874776943,2.440577555860593,0.0
473,-3.8988936834665786,1.0104079905197916,1.0
696,2.526642399697996,1.3658317598072194,0.0
450,-2.472970735404027,1.1520185485791636,1.0
995,1.566477931226552,1.9629223223319832,0.0
303,-1.4597189712346528,-0.6836492380255039,1.0
863,2.244179818825078,1.8368633304119732,0.0
205,1.9254021451732048,3.5345539608880356,0.0
90,1.7906972592058519,2.3493082660927715,0.0
797,-3.3291548223150658,-0.22026765540656354,1.0
308,-2.8818144628726565,0.14570732060225264,1.0
135,-1.9144566084819008,0.3503608029556431,1.0
618,1.8185744079379667,1.4498894056616312,0.0
960,-2.838664598424399,-0.5318299945701102,1.0
139,1.9182675346507694,2.998529489527363,0.0
328,-2.8482446030076005,-0.8112167188403792,1.0
899,-4.232865352425818,1.3313926876754172,1.0
705,-0.8949731226532136,-0.1363871684512243,1.0
211,-1.1645489719853261,1.0950414413565066,1.0
96,2.738384663246312,1.9117243620857574,0.0
437,-2.049482881754645,-0.322519827656481,1.0
50,2.270589173450257,2.598645771169278,0.0
829,-3.451180650099685,-0.9130043097223555,1.0
453,1.5492649056094827,2.049357836173851,0.0
639,-2.925522759132979,-0.7948014303223533,1.0
736,2.8249479450394706,2.257955944133559,0.0
54,1.5331660484053815,2.1996388594436636,0.0
458,-2.5601875133191188,1.1273929188558494,1.0
